1.000000000000000000e+00,6.790951490402221680e-01,-2.846074402332305908e-01,3.913630545139312744e-01,3.850270807743072510e-01,4.120309948921203613e-01,-2.762571275234222412e-01,3.633406162261962891e-01,-1.565586179494857788e-01,-4.714646842330694199e-03,-5.178108215332031250e-01,-4.429250061511993408e-01,3.359911143779754639e-01,-3.268586397171020508e-01,-4.728587567806243896e-01,-7.009717077016830444e-02,-1.707537919282913208e-01,-7.979714870452880859e-02,-5.322826281189918518e-02,1.751315444707870483e-01,3.038266599178314209e-01,0.000000000000000000e+00,-1.387146767228841782e-02,5.640448536723852158e-03,1.781680621206760406e-02,-3.120434880256652832e-01,-7.536507397890090942e-02,4.785871505737304688e-01,5.082731246948242188e-01,-1.252024918794631958e-01,-5.204918980598449707e-01,0.000000000000000000e+00,3.775039613246917725e-01,9.642728418111801147e-02,4.406778216361999512e-01,5.010215640068054199e-01,-4.133800864219665527e-01,-4.645633399486541748e-01,2.663425505161285400e-01,2.065065354108810425e-01,5.315549373626708984e-01,3.979190886020660400e-01,-6.530269235372543335e-02,4.415549337863922119e-01,5.152158141136169434e-01,2.921230792999267578e-01,-3.705645501613616943e-01,0.000000000000000000e+00
6.790951490402221680e-01,1.000000000000000000e+00,-4.410311281681060791e-01,2.909198105335235596e-01,4.055109024047851562e-01,3.337025940418243408e-01,-3.732272684574127197e-01,2.865530550479888916e-01,-1.042386144399642944e-01,2.978398092091083527e-02,-5.226099491119384766e-01,-4.266127645969390869e-01,3.617716431617736816e-01,-1.019457131624221802e-01,-4.475041925907135010e-01,-1.927766352891921997e-01,-1.760336756706237793e-01,-1.492851376533508301e-01,-8.801137655973434448e-02,1.895673125982284546e-01,4.494035542011260986e-01,0.000000000000000000e+00,-1.253719776868820190e-01,-1.322160661220550537e-01,7.983091473579406738e-02,-3.170357048511505127e-01,1.546355783939361572e-01,3.569922447204589844e-01,4.221552014350891113e-01,-1.622865796089172363e-01,-4.751563668251037598e-01,0.000000000000000000e+00,5.167185664176940918e-01,3.102532625198364258e-01,3.809626102447509766e-01,3.874173760414123535e-01,-1.603932231664657593e-01,-3.703168332576751709e-01,1.445299834012985229e-01,1.618470102548599243e-01,6.374769210815429688e-01,4.580063223838806152e-01,-1.109274625778198242e-01,6.361266374588012695e-01,6.140925884246826172e-01,2.742122113704681396e-01,-5.301685333251953125e-01,0.000000000000000000e+00
-2.846074700355529785e-01,-4.410311281681060791e-01,1.000000000000000000e+00,2.705943286418914795e-01,-1.823212951421737671e-02,1.673646643757820129e-02,6.312037110328674316e-01,-2.008085250854492188e-01,1.006037965416908264e-01,7.061617076396942139e-02,8.743793517351150513e-02,5.809743702411651611e-02,-2.781509160995483398e-01,-7.354933768510818481e-02,7.878632098436355591e-02,-4.202425107359886169e-02,4.858804643154144287e-01,2.987091243267059326e-01,1.576427370309829712e-01,1.398119144141674042e-02,-2.381520718336105347e-01,0.000000000000000000e+00,2.193375304341316223e-02,-3.782323747873306274e-02,-2.572506070137023926e-01,5.129861831665039062e-01,-2.370068132877349854e-01,-2.455160915851593018e-01,-3.145218789577484131e-01,2.616955637931823730e-01,1.758066713809967041e-01,0.000000000000000000e+00,-3.490663170814514160e-01,-2.088455855846405029e-01,-6.437720358371734619e-02,-1.839877218008041382e-01,-1.224626600742340088e-02,1.152613908052444458e-01,-9.379727393388748169e-02,-3.608659505844116211e-01,-3.671121001243591309e-01,2.081581018865108490e-02,3.122737109661102295e-01,-2.864974439144134521e-01,-1.416323333978652954e-01,1.002329811453819275e-01,2.890600264072418213e-01,0.000000000000000000e+00
3.913630247116088867e-01,2.909198105335235596e-01,2.705943286418914795e-01,1.000000000000000000e+00,2.743933796882629395e-01,5.767364501953125000e-01,3.763443529605865479e-01,-1.408195309340953827e-02,1.148295029997825623e-01,-6.483828648924827576e-03,-5.428115129470825195e-01,-3.847108185291290283e-01,1.853391528129577637e-01,-4.168192744255065918e-01,-4.163915812969207764e-01,-3.796259164810180664e-01,3.272621333599090576e-01,-1.873729377985000610e-01,-6.194318830966949463e-02,2.680259048938751221e-01,4.199939966201782227e-01,0.000000000000000000e+00,-2.658382952213287354e-01,4.051351174712181091e-02,-4.593975841999053955e-01,3.380971848964691162e-01,-3.675519526004791260e-01,1.781444847583770752e-01,3.470624387264251709e-01,4.699167609214782715e-01,-2.193226963281631470e-01,0.000000000000000000e+00,-9.318272769451141357e-02,7.654288411140441895e-02,5.478051900863647461e-01,4.454180002212524414e-01,-4.115552306175231934e-01,-2.746129631996154785e-01,2.555241286754608154e-01,-1.067181304097175598e-01,2.314517199993133545e-01,3.754215538501739502e-01,1.732216030359268188e-01,1.434462368488311768e-01,4.293743968009948730e-01,4.092235863208770752e-01,-8.087015151977539062e-02,0.000000000000000000e+00
3.850271105766296387e-01,4.055109024047851562e-01,-1.823212951421737671e-02,2.743933796882629395e-01,1.000000000000000000e+00,6.254529953002929688e-01,2.056787163019180298e-01,2.247220575809478760e-01,1.485697329044342041e-01,2.933910787105560303e-01,-8.692502975463867188e-02,-1.633834838867187500e-02,-8.737077564001083374e-02,-1.054408773779869080e-01,-7.479622215032577515e-02,-1.578334160149097443e-02,-6.954950839281082153e-02,-1.843210607767105103e-01,-2.707763016223907471e-01,-8.024545758962631226e-02,1.030373349785804749e-01,0.000000000000000000e+00,-5.849138274788856506e-02,-1.402840167284011841e-01,2.929070033133029938e-02,1.114223822951316833e-01,1.807937771081924438e-02,1.736861318349838257e-01,1.656161695718765259e-01,1.314453333616256714e-01,-5.067682638764381409e-02,0.000000000000000000e+00,1.971881091594696045e-01,9.178018569946289062e-02,1.933626979589462280e-01,2.250793874263763428e-01,-1.768993288278579712e-01,7.746652513742446899e-02,2.344203442335128784e-01,-1.531960070133209229e-01,6.471716165542602539e-01,4.724949300289154053e-01,-9.731907397508621216e-03,4.322662651538848877e-01,2.387218475341796875e-01,2.283121198415756226e-01,-1.567726880311965942e-01,0.000000000000000000e+00
4.120310246944427490e-01,3.337025940418243408e-01,1.673646643757820129e-02,5.767364501953125000e-01,6.254529953002929688e-01,1.000000000000000000e+00,2.947894930839538574e-01,2.716875672340393066e-01,2.518626749515533447e-01,2.317155301570892334e-01,-1.918453872203826904e-01,-5.642307549715042114e-02,-1.023713685572147369e-02,-3.237525820732116699e-01,-5.653541907668113708e-02,-1.716118156909942627e-01,-1.017091274261474609e-01,-4.473694562911987305e-01,-3.641774952411651611e-01,-7.183606177568435669e-02,1.373221576213836670e-01,0.000000000000000000e+00,-1.209539473056793213e-01,-3.175961598753929138e-02,-3.872016370296478271e-01,2.001964747905731201e-01,-3.273903727531433105e-01,2.023515999317169189e-01,2.720076739788055420e-01,4.248125553131103516e-01,-2.371288090944290161e-01,0.000000000000000000e+00,1.822436973452568054e-02,2.004235386848449707e-01,5.618084669113159180e-01,4.021585285663604736e-01,-3.226912319660186768e-01,1.587614184245467186e-03,4.214183092117309570e-01,-2.261472940444946289e-01,5.727744102478027344e-01,4.977743923664093018e-01,-1.323311869055032730e-02,2.759039998054504395e-01,3.117346763610839844e-01,3.328838944435119629e-01,-4.334295541048049927e-02,0.000000000000000000e+00
-2.762571275234222412e-01,-3.732272684574127197e-01,6.312037110328674316e-01,3.763443529605865479e-01,2.056787163019180298e-01,2.947894930839538574e-01,1.000000000000000000e+00,-1.748690158128738403e-01,4.348800182342529297e-01,2.458498626947402954e-01,1.334742903709411621e-01,2.263974547386169434e-01,-2.667875289916992188e-01,-1.906578242778778076e-01,2.349395751953125000e-01,-1.257954239845275879e-01,5.383309721946716309e-01,-4.248800873756408691e-02,-2.967617474496364594e-02,-2.969986293464899063e-03,-9.768318384885787964e-02,0.000000000000000000e+00,-1.464774608612060547e-01,8.879273198544979095e-03,-3.551259040832519531e-01,7.370534539222717285e-01,-3.664394021034240723e-01,-2.831120491027832031e-01,-2.565168738365173340e-01,5.605191588401794434e-01,4.149689674377441406e-01,0.000000000000000000e+00,-3.487835824489593506e-01,-1.953149884939193726e-01,7.119680196046829224e-02,-6.873790919780731201e-02,-1.446417868137359619e-01,3.335856199264526367e-01,1.145786643028259277e-01,-4.213171005249023438e-01,-1.488482952117919922e-01,7.499010860919952393e-02,2.831258475780487061e-01,-1.364298164844512939e-01,-1.601676046848297119e-01,1.426289826631546021e-01,3.700607120990753174e-01,0.000000000000000000e+00
3.633406162261962891e-01,2.865530550479888916e-01,-2.008085250854492188e-01,-1.408195309340953827e-02,2.247220724821090698e-01,2.716875672340393066e-01,-1.748690307140350342e-01,1.000000000000000000e+00,1.826277375221252441e-01,2.789900265634059906e-02,2.437878102064132690e-01,4.640555754303932190e-02,-9.505406022071838379e-02,1.142197251319885254e-01,1.402536928653717041e-01,3.622988983988761902e-02,-3.382023572921752930e-01,-2.370409667491912842e-01,-3.296242356300354004e-01,-2.886316478252410889e-01,-1.084053218364715576e-01,0.000000000000000000e+00,1.597764194011688232e-01,-1.910247802734375000e-01,1.129200775176286697e-02,-1.843207776546478271e-01,-1.444407254457473755e-01,5.268326401710510254e-02,-6.161068379878997803e-02,-8.468239754438400269e-02,-2.092728465795516968e-01,0.000000000000000000e+00,2.330081313848495483e-01,1.712475419044494629e-01,3.018523752689361572e-01,1.870072335004806519e-01,1.659170985221862793e-01,1.764531284570693970e-01,2.640478909015655518e-01,-6.231276318430900574e-02,2.295754849910736084e-01,2.286325842142105103e-01,-1.583005785942077637e-01,4.116644561290740967e-01,2.758629918098449707e-01,4.127650707960128784e-02,-2.085268199443817139e-01,0.000000000000000000e+00
-1.565586179494857788e-01,-1.042386144399642944e-01,1.006037965416908264e-01,1.148295029997825623e-01,1.485697329044342041e-01,2.518626749515533447e-01,4.348800182342529297e-01,1.826277375221252441e-01,1.000000000000000000e+00,1.507850587368011475e-01,3.013185858726501465e-01,2.486484050750732422e-01,-2.196194231510162354e-01,1.795957535505294800e-01,3.873963356018066406e-01,-3.158202469348907471e-01,9.956791251897811890e-02,-4.299446344375610352e-01,-2.865825891494750977e-01,-2.315786480903625488e-01,-3.663814440369606018e-02,0.000000000000000000e+00,-2.395373433828353882e-01,-2.345816642045974731e-01,-2.751509547233581543e-01,3.757265508174896240e-01,-2.128606587648391724e-01,-4.538318812847137451e-01,-3.381589949131011963e-01,4.062757194042205811e-01,2.479103654623031616e-01,0.000000000000000000e+00,5.078991502523422241e-02,6.584064662456512451e-02,1.228409409523010254e-01,-1.851920187473297119e-01,7.584230601787567139e-02,4.897680580615997314e-01,-1.925422437489032745e-02,-4.048706889152526855e-01,6.358309835195541382e-02,8.856587111949920654e-02,1.539183408021926880e-01,2.576722800731658936e-01,8.338791131973266602e-02,5.729733407497406006e-02,1.411016583442687988e-01,0.000000000000000000e+00
-4.714646842330694199e-03,2.978398092091083527e-02,7.061617076396942139e-02,-6.483828648924827576e-03,2.933910787105560303e-01,2.317155301570892334e-01,2.458498626947402954e-01,2.789900451898574829e-02,1.507850587368011475e-01,1.000000000000000000e+00,9.817735105752944946e-02,4.624194800853729248e-01,1.890311986207962036e-01,-1.123040765523910522e-01,2.425467073917388916e-01,3.010972142219543457e-01,1.127226427197456360e-01,-2.528560161590576172e-02,2.743515670299530029e-01,2.214234471321105957e-01,-1.576861143112182617e-01,0.000000000000000000e+00,1.049343571066856384e-01,3.015735000371932983e-02,-4.414880275726318359e-02,2.626381516456604004e-01,-6.111365184187889099e-02,-4.967857152223587036e-02,-1.582700461149215698e-01,1.751758754253387451e-01,2.319334633648395538e-02,0.000000000000000000e+00,-9.179211407899856567e-02,-1.799338869750499725e-02,5.281709134578704834e-02,5.273882299661636353e-02,-9.309609979391098022e-02,7.501893490552902222e-02,1.579985022544860840e-01,-5.351189896464347839e-02,2.576104402542114258e-01,2.491377443075180054e-01,2.603661119937896729e-01,8.278316259384155273e-02,1.170608960092067719e-02,4.575530588626861572e-01,1.279530376195907593e-01,0.000000000000000000e+00
